Date,EURUSD=X,USDJPY=X,spread,velocity
2011-11-21,1.352997,76.839,-76.04419,-0.01478043
2011-11-22,1.348436,76.9,-75.98038,-0.008183734
2011-11-23,1.352192,76.97,-75.93114,-0.003363573
2011-11-24,1.335203,77.272,-75.93486,-0.003393413
2011-11-25,1.333102,77.166,-75.92194,-0.002023688
2011-11-28,1.331345,77.667,-75.98772,-0.00737609
2011-11-29,1.3317,78.081,-76.11191,-0.0171814
2011-11-30,1.33241,77.96,-76.2063,-0.02366231
2011-12-01,1.344393,77.583,-76.2313,-0.02377468
2011-12-02,1.346692,77.75,-76.27803,-0.02570182
2011-12-05,1.341904,78.08,-76.37101,-0.03134891
2011-12-06,1.33867,77.812,-76.41335,-0.03227154
2011-12-07,1.341202,77.75,-76.43992,-0.03179278
2011-12-08,1.340375,77.673,-76.45017,-0.02998448
2011-12-09,1.334543,77.68,-76.45929,-0.02823329
2011-12-12,1.337167,77.612,-76.45458,-0.02546809
2011-12-13,1.317107,77.939,-76.50202,-0.02731221
2011-12-14,1.301914,77.961,-76.54943,-0.0289991
2011-12-15,1.298802,78.108,-76.61417,-0.03199934
2011-12-16,1.302966,77.84,-76.62927,-0.03058043
2011-12-19,1.303696,77.81,-76.63607,-0.02858421
2011-12-20,1.300779,78.01,-76.67155,-0.02916371
2011-12-21,1.308798,77.84,-76.67446,-0.02695982
2011-12-22,1.304002,78.07,-76.71142,-0.02779937
2011-12-23,1.305602,78.16,-76.75706,-0.0292968
2011-12-26,1.304495,78.08,-76.78468,-0.02915572
2011-12-27,1.305057,78.03,-76.80007,-0.02800005
2011-12-28,1.307207,77.87,-76.78698,-0.0245513
2011-12-29,1.292725,77.946,-76.78702,-0.02249381
2011-12-30,1.295605,77.659,-76.74042,-0.01669381
2012-01-02,1.296008,77.02,-76.5971,-0.003262256
2012-01-03,1.294096,76.93,-76.45099,0.009276589
2012-01-04,1.305602,76.722,-76.28291,0.02260658
2012-01-05,1.293142,76.71,-76.12967,0.03357213
2012-01-06,1.279607,77.151,-76.06129,0.03649345
2012-01-09,1.268038,76.91,-75.96551,0.04147064
2012-01-10,1.277596,76.86,-75.87112,0.04591215
2012-01-11,1.275185,76.85,-75.78643,0.04916755
2012-01-12,1.272394,76.858,-75.71377,0.05113919
2012-01-13,1.282051,76.779,-75.63697,0.05329325
2012-01-16,1.264702,76.91,-75.59322,0.05249211
2012-01-17,1.266705,76.82,-75.54268,0.05232876
2012-01-18,1.2746,76.82,-75.49887,0.05161304
2012-01-19,1.286604,76.767,-75.45239,0.05118229
2012-01-20,1.296496,77.08,-75.46042,0.0462121
2012-01-23,1.288477,76.96,-75.45406,0.04286681
2012-01-24,1.302694,77,-75.45551,0.03914711
2012-01-25,1.304104,77.687,-75.56606,0.02658132
2012-01-26,1.310736,77.77,-75.68193,0.01462331
2012-01-27,1.309278,77.46,-75.74218,0.00833854
2012-01-30,1.320795,76.732,-75.68387,0.01253311
2012-01-31,1.313957,76.36,-75.57449,0.02066254
2012-02-01,1.307702,76.27,-75.46221,0.02835307
2012-02-02,1.317003,76.189,-75.34684,0.03565776
2012-02-03,1.313715,76.18,-75.24227,0.04144181
2012-02-06,1.312715,76.551,-75.20663,0.04095486
2012-02-07,1.312164,76.55,-75.17686,0.04001672
2012-02-08,1.324854,76.79,-75.18769,0.03574842
2012-02-09,1.324854,77.06,-75.24227,0.02816623
2012-02-10,1.327845,77.632,-75.38293,0.01399447
2012-02-13,1.323679,77.7,-75.52496,0.0008975855
2012-02-14,1.315789,77.51,-75.62786,-0.007814977
2012-02-15,1.31337,78.36,-75.8542,-0.02615873
2012-02-16,1.305807,78.48,-76.08075,-0.04297977
2012-02-17,1.31268,78.824,-76.33864,-0.06101964
2012-02-20,1.322716,79.788,-76.71959,-0.08787463
2012-02-21,1.320481,79.586,-77.03329,-0.1068307
2012-02-22,1.324328,79.83,-77.35162,-0.1245841
2012-02-23,1.325574,80.28,-77.70515,-0.1438023
2012-02-24,1.337363,79.93,-77.96414,-0.1534709
2012-02-27,1.346711,81.471,-78.42841,-0.1795596
2012-02-28,1.340662,80.464,-78.68779,-0.1862599
2012-02-29,1.3478,80.48,-78.91403,-0.1896162
2012-03-01,1.33209,81.276,-79.23379,-0.2005404
2012-03-02,1.332268,81.12,-79.48906,-0.205135
2012-03-05,1.318618,81.627,-79.78932,-0.2131199
2012-03-06,1.322576,81.518,-80.03233,-0.2156288
2012-03-07,1.312336,80.66,-80.10852,-0.2039242
2012-03-08,1.313991,81.338,-80.26777,-0.2001742
2012-03-09,1.327492,81.58,-80.43458,-0.1973733
2012-03-12,1.312508,82.373,-80.69833,-0.2029447
2012-03-13,1.316829,82.363,-80.92371,-0.2048285
2012-03-14,1.308044,82.96,-81.20961,-0.2116334
2012-03-15,1.302253,83.84,-81.59417,-0.2261489
2012-03-16,1.307873,83.492,-81.87666,-0.2308787
2012-03-19,1.317714,83.45,-82.11137,-0.2312004
2012-03-20,1.322926,83.37,-82.29681,-0.2273587
2012-03-21,1.323767,83.65,-82.49351,-0.2247854
2012-03-22,1.321877,83.203,-82.58863,-0.2139014
2012-03-23,1.320481,82.51,-82.55271,-0.1929308
2012-03-26,1.328304,82.589,-82.51565,-0.1736251
2012-03-27,1.336005,82.987,-82.52846,-0.1601265
2012-03-28,1.332871,83.048,-82.53782,-0.1474706
2012-03-29,1.332623,82.832,-82.50161,-0.1320527
2012-03-30,1.331381,82.273,-82.3716,-0.1100545
2012-04-02,1.335827,82.87,-82.33491,-0.09773643
2012-04-03,1.333333,81.54,-82.08788,-0.06879669
2012-04-04,1.322524,82.83,-82.05613,-0.06035649
2012-04-05,1.314406,82.44,-81.96302,-0.04747401
2012-04-06,1.306506,82.27,-81.84833,-0.03386206
2012-04-09,1.307908,81.33,-81.5941,-0.009679097
2012-04-10,1.311131,81.643,-81.40678,0.006856893
2012-04-11,1.30736,80.694,-81.0881,0.03303143
2012-04-12,1.311992,81.008,-80.84458,0.05070046
2012-04-13,1.318913,80.93,-80.61069,0.06607784
2012-04-16,1.305653,80.902,-80.39774,0.0784061
2012-04-17,1.31268,80.381,-80.12558,0.09467049
2012-04-18,1.313543,81.06,-79.98685,0.09836859
2012-04-19,1.311992,81.3,-79.9039,0.09707459
2012-04-20,1.314579,81.609,-79.88234,0.09073533
2012-04-23,1.320481,81.6,-79.86717,0.08439203
2012-04-24,1.315201,81.08,-79.78,0.08462581
2012-04-25,1.319784,81.39,-79.75343,0.0797525
2012-04-26,1.323276,81.3,-79.72061,0.07581256
2012-04-27,1.319087,81.058,-79.65938,0.07458902
2012-04-30,1.324152,80.35,-79.49822,0.08185576
2012-05-01,1.323977,79.921,-79.28946,0.09250795
2012-05-02,1.323977,80.21,-79.1488,0.09655034
2012-05-03,1.314752,80.121,-79.01415,0.09974849
2012-05-04,1.315616,80.21,-78.9113,0.1000087
2012-05-07,1.297034,79.818,-78.76632,0.1037831
2012-05-08,1.306165,79.92,-78.655,0.1044164
2012-05-09,1.299545,79.86,-78.55211,0.104288
2012-05-10,1.293661,79.71,-78.44295,0.1046973
2012-05-11,1.293494,79.869,-78.375,0.1016127
2012-05-14,1.28999,80.03,-78.34565,0.0955461
2012-05-15,1.283203,79.85,-78.29916,0.09142887
2012-05-16,1.273561,80.325,-78.3384,0.0804599
2012-05-17,1.273075,80.35,-78.38479,0.0698124
2012-05-18,1.269841,79.408,-78.28759,0.07211122
2012-05-21,1.277302,79.17,-78.16549,0.07630768
2012-05-22,1.281066,79.41,-78.09534,0.07579076
2012-05-23,1.266464,80.004,-78.13075,0.06645625
2012-05-24,1.256124,79.42,-78.07972,0.06516158
2012-05-25,1.253604,79.66,-78.07524,0.06006723
2012-05-28,1.256913,79.59,-78.06441,0.05593415
2012-05-29,1.252505,79.561,-78.05495,0.05203371
2012-05-30,1.247816,79.5,-78.04152,0.04879296
2012-05-31,1.237471,78.982,-77.95429,0.05201972
2012-06-01,1.236247,78.528,-77.80771,0.05995695
2012-06-04,1.240233,78.1,-77.61022,0.07150159
2012-06-05,1.250938,78.361,-77.47233,0.07707452
2012-06-06,1.246261,78.73,-77.40896,0.07592408
2012-06-07,1.257387,79.27,-77.43829,0.06708897
2012-06-08,1.257071,79.69,-77.53564,0.05328548
2012-06-11,1.264542,79.56,-77.60829,0.04271444
2012-06-12,1.247816,79.307,-77.64203,0.03629709
2012-06-13,1.250469,79.527,-77.70962,0.02757604
2012-06-14,1.257387,79.372,-77.74904,0.02195227
2012-06-15,1.262786,79.422,-77.79402,0.01633433
2012-06-18,1.270487,79.052,-77.77828,0.01628453
2012-06-19,1.259763,79,-77.75862,0.01656738
2012-06-20,1.26807,79.034,-77.74575,0.01625705
2012-06-21,1.26807,79.421,-77.79508,0.01075205
2012-06-22,1.255178,80.02,-77.93619,-0.00199525
2012-06-25,1.253761,80.56,-78.15007,-0.01978121
2012-06-26,1.250469,79.65,-78.20542,-0.02276732
2012-06-27,1.248751,79.46,-78.22557,-0.02254706
2012-06-28,1.247349,79.685,-78.27747,-0.02501119
2012-06-29,1.244091,79.313,-78.2663,-0.02197461
2012-07-02,1.265518,79.839,-78.33245,-0.02568246
2012-07-03,1.258178,79.44,-78.33083,-0.02339028
2012-07-04,1.260557,79.84,-78.3891,-0.02631838
2012-07-05,1.251627,79.94,-78.45769,-0.02986707
2012-07-06,1.239157,79.86,-78.5082,-0.03159986
2012-07-09,1.227144,79.478,-78.49505,-0.02784323
2012-07-10,1.23183,79.558,-78.49242,-0.02528562
2012-07-11,1.22564,79.35,-78.45679,-0.02017168
2012-07-12,1.224725,79.61,-78.46276,-0.01897971
2012-07-13,1.219274,79.31,-78.42118,-0.01389616
2012-07-16,1.22489,79.17,-78.35919,-0.007526157
2012-07-17,1.226843,78.82,-78.2469,0.002530794
2012-07-18,1.229559,79.096,-78.18584,0.007444243
2012-07-19,1.227747,78.799,-78.08436,0.01533759
2012-07-20,1.227687,78.74,-77.9828,0.02257535
2012-07-23,1.212709,78.45,-77.84825,0.03197417
2012-07-24,1.212415,78.311,-77.70512,0.04130489
2012-07-25,1.206185,78.107,-77.54564,0.05122459
2012-07-26,1.214034,78.103,-77.40064,0.05909606
2012-07-27,1.228049,78.324,-77.30351,0.06228907
2012-07-30,1.230466,78.5,-77.24561,0.06192097
2012-07-31,1.225941,78.101,-77.13588,0.06593341
2012-08-01,1.229407,78.12,-77.04217,0.06826519
2012-08-02,1.22414,78.38,-77.00209,0.06589966
2012-08-03,1.218027,78.22,-76.94638,0.06504437
2012-08-06,1.242854,78.61,-76.95658,0.05872834
2012-08-07,1.239004,78.2,-76.90763,0.05790739
2012-08-08,1.238697,78.61,-76.9305,0.05112633
2012-08-09,1.237333,78.4,-76.92325,0.04744329
2012-08-10,1.229407,78.61,-76.95399,0.04088066
2012-08-13,1.227717,78.25,-76.93002,0.03946132
2012-08-14,1.232742,78.33,-76.92257,0.03677402
2012-08-15,1.23259,78.815,-76.99369,0.0277174
2012-08-16,1.228954,78.99,-77.08912,0.01738077
2012-08-17,1.235788,79.25,-77.21771,0.00512771
2012-08-20,1.233259,79.51,-77.3774,-0.0087074
2012-08-21,1.23533,79.33,-77.49585,-0.0179194
2012-08-22,1.247661,79.242,-77.5882,-0.02416722
2012-08-23,1.253447,78.539,-77.56175,-0.01991836
2012-08-24,1.256124,78.6,-77.54484,-0.01682683
2012-08-27,1.250438,78.73,-77.54895,-0.01575946
2012-08-28,1.250156,78.75,-77.55466,-0.01491616
2012-08-29,1.257229,78.57,-77.5298,-0.01157742
2012-08-30,1.253133,78.72,-77.52984,-0.01060868
2012-08-31,1.251095,78.53,-77.49994,-0.007208353
2012-09-03,1.257703,78.29,-77.4336,-0.001034847
2012-09-04,1.258653,78.339,-77.37976,0.003571309
2012-09-05,1.253447,78.47,-77.35147,0.005646764
2012-09-06,1.260239,78.42,-77.317,0.008065751
2012-09-07,1.263264,78.89,-77.35816,0.003934101
2012-09-10,1.279591,78.219,-77.28998,0.009327057
2012-09-11,1.276161,78.226,-77.22941,0.01362795
2012-09-12,1.285182,77.75,-77.09948,0.02339121
2012-09-13,1.290323,77.83,-76.993,0.03036496
2012-09-14,1.299376,77.648,-76.86754,0.0383477
2012-09-17,1.311648,78.333,-76.85895,0.03584945
2012-09-18,1.311011,78.673,-76.90657,0.02884352
2012-09-19,1.304631,78.77,-76.96874,0.02120365
2012-09-20,1.305824,78.397,-76.96978,0.01933615
2012-09-21,1.297353,78.2,-76.94304,0.01995764
2012-09-24,1.296849,78.08,-76.90141,0.02177688
2012-09-25,1.294163,77.864,-76.83165,0.02580457
2012-09-26,1.290006,77.728,-76.74887,0.03058706
2012-09-27,1.288162,77.698,-76.67051,0.03459721
2012-09-28,1.291322,77.61,-76.58678,0.0387216
2012-10-01,1.280902,77.959,-76.5682,0.037031
2012-10-02,1.288826,78.041,-76.5654,0.03415774
2012-10-03,1.291656,78.215,-76.59197,0.0290601
2012-10-04,1.292324,78.415,-76.64961,0.02178262
2012-10-05,1.301744,78.484,-76.7137,0.01457451
2012-10-08,1.301575,78.702,-76.80774,0.005456882
2012-10-09,1.29769,78.286,-76.8311,0.003038338
2012-10-10,1.285843,78.219,-76.84434,0.001671936
2012-10-11,1.285843,78.075,-76.83438,0.002367621
2012-10-12,1.293326,78.402,-76.87486,-0.001229274
2012-10-15,1.294331,78.468,-76.92218,-0.005098122
2012-10-16,1.296849,78.789,-77.01477,-0.01244203
2012-10-17,1.310788,78.825,-77.10264,-0.01877349
2012-10-18,1.311648,79.06,-77.21851,-0.0269243
2012-10-19,1.306916,79.308,-77.36247,-0.03674842
2012-10-22,1.302253,79.257,-77.48526,-0.04397085
2012-10-23,1.307019,79.99,-77.70793,-0.05897063
2012-10-24,1.297353,79.82,-77.88395,-0.06879608
2012-10-25,1.296512,79.838,-78.04393,-0.07645025
2012-10-26,1.293828,80.235,-78.2475,-0.08712132
2012-10-29,1.292407,79.65,-78.33818,-0.08741993
2012-10-30,1.290822,79.764,-78.43297,-0.08803845
2012-10-31,1.29626,79.684,-78.50037,-0.08630579
2012-11-01,1.296512,79.86,-78.58308,-0.08600435
2012-11-02,1.294834,80.22,-78.70875,-0.08933362
2012-11-05,1.282791,80.5,-78.863,-0.09478263
2012-11-06,1.280246,80.16,-78.9457,-0.09376827
2012-11-07,1.280803,80.29,-79.03478,-0.09337477
2012-11-08,1.275998,79.97,-79.06091,-0.08773044
2012-11-09,1.274535,79.479,-79.0024,-0.07545525
2012-11-12,1.272394,79.46,-78.93998,-0.06388112
2012-11-13,1.270971,79.598,-78.89903,-0.05508173
2012-11-14,1.270971,79.46,-78.83561,-0.04513496
2012-11-15,1.273237,80.2,-78.88788,-0.04573315
2012-11-16,1.278445,81.12,-79.07423,-0.05753732
2012-11-19,1.27595,81.526,-79.30497,-0.072076
2012-11-20,1.276944,81.35,-79.48485,-0.08112474
2012-11-21,1.281443,81.755,-79.70654,-0.09292415
2012-11-22,1.286505,82.574,-80.02993,-0.1122699
2012-11-23,1.287515,82.359,-80.28613,-0.1243515
2012-11-26,1.296596,82.546,-80.54041,-0.1352582
2012-11-27,1.298701,81.873,-80.65997,-0.1339403
2012-11-28,1.293828,82.08,-80.79271,-0.1338397
2012-11-29,1.295337,82.15,-80.91542,-0.1329051
2012-11-30,1.297353,82.151,-81.01817,-0.1303741
2012-12-03,1.29968,82.456,-81.14975,-0.1304752
2012-12-05,1.309929,81.816,-81.16032,-0.1204105
2012-12-06,1.307019,82.436,-81.25723,-0.1184375
2012-12-07,1.296344,82.43,-81.33818,-0.1152911
2012-12-10,1.290606,82.56,-81.42496,-0.1128979
2012-12-11,1.293828,82.35,-81.46326,-0.1066354
2012-12-12,1.301321,82.52,-81.5155,-0.1020693
2012-12-13,1.306677,83.21,-81.66182,-0.1057844
2012-12-14,1.307873,83.667,-81.85922,-0.1134747
2012-12-17,1.316586,84.158,-82.10725,-0.1247688
2012-12-18,1.316482,83.903,-82.28692,-0.1293776
2012-12-19,1.323101,84.361,-82.51257,-0.137459
2012-12-20,1.321528,84.226,-82.68944,-0.1407669
2012-12-21,1.323767,84.42,-82.87141,-0.1442255
2012-12-24,1.3182,84.41,-83.02743,-0.1452158
2012-12-25,1.318044,84.84,-83.22675,-0.1497571
2012-12-26,1.318044,85,-83.42381,-0.1537282
2012-12-27,1.322576,85.668,-83.69647,-0.1637114
2012-12-28,1.32503,86.507,-84.0649,-0.1808959
2012-12-31,1.322769,85.96,-84.30643,-0.1859848
2013-01-01,1.320132,86.72,-84.63296,-0.1977826
2013-01-02,1.319784,86.6,-84.90036,-0.2036262
2013-01-03,1.318218,87.275,-85.23607,-0.2147134
2013-01-04,1.303271,87.74,-85.60348,-0.2275316
2013-01-07,1.306745,88.198,-85.99523,-0.2413157
2013-01-08,1.312508,87.253,-86.19069,-0.2374667
2013-01-09,1.308233,86.868,-86.29366,-0.2261768
2013-01-10,1.305483,88.133,-86.56749,-0.230177
2013-01-11,1.327316,89.246,-86.97129,-0.2447513
2013-01-14,1.336202,89.523,-87.3664,-0.257372
2013-01-15,1.337793,89.46,-87.70097,-0.2638522
2013-01-16,1.330849,88.75,-87.8803,-0.256758
2013-01-17,1.32908,88.63,-88.00756,-0.2458874
2013-01-18,1.337256,89.821,-88.28912,-0.2488814
2013-01-21,1.332001,90.181,-88.58617,-0.2529247
2013-01-22,1.33115,89.6,-88.75077,-0.2455111
2013-01-23,1.331398,88.529,-88.7177,-0.2221266
2013-01-24,1.330849,88.58,-88.67797,-0.2001463
2013-01-25,1.336934,90.558,-88.93123,-0.2046049
2013-01-28,1.346602,91.179,-89.24372,-0.2136608
2013-01-29,1.344628,90.46,-89.40441,-0.2092143
2013-01-30,1.349164,90.79,-89.58687,-0.2069679
2013-01-31,1.356834,91.021,-89.77375,-0.2052822
2013-02-01,1.3611,91.707,-90.03585,-0.2100518
2013-02-04,1.364871,92.77,-90.42545,-0.2251227
2013-02-05,1.351169,92.153,-90.674,-0.2270893
2013-02-06,1.358142,93.57,-91.1041,-0.2441305
2013-02-07,1.352393,93.435,-91.46197,-0.253678
2013-02-08,1.338939,93.633,-91.80524,-0.2611979
2013-02-11,1.336827,92.535,-91.93196,-0.2499098
2013-02-12,1.340357,94.191,-92.28545,-0.2586045
2013-02-13,1.345207,93.305,-92.45356,-0.2510086
2013-02-14,1.344447,93.256,-92.58175,-0.2406986
2013-02-15,1.335292,92.957,-92.63647,-0.225088
2013-02-18,1.334401,93.722,-92.78815,-0.218926
2013-02-19,1.334721,93.65,-92.89993,-0.209932
2013-02-20,1.339585,93.708,-92.99503,-0.2002925
2013-02-21,1.327316,93.66,-93.06171,-0.1890775
2013-02-22,1.319435,93.15,-93.03083,-0.1706132
2013-02-25,1.319592,94.22,-93.15482,-0.1666996
2013-02-26,1.306506,92.397,-92.97597,-0.1376943
2013-02-27,1.306592,92.11,-92.75585,-0.1076589
2013-02-28,1.315097,92.303,-92.57301,-0.08327429
2013-03-01,1.305995,92.582,-92.44251,-0.06532938
2013-03-04,1.301693,93.564,-92.46981,-0.0621373
2013-03-05,1.303611,93.401,-92.46464,-0.05648767
2013-03-06,1.304853,93.289,-92.43796,-0.04950643
2013-03-07,1.297858,93.927,-92.50941,-0.05134834
2013-03-08,1.311131,94.928,-92.72433,-0.06507875
2013-03-11,1.298802,96.17,-93.11184,-0.09214387
2013-03-12,1.303271,96.619,-93.53105,-0.1195985
2013-03-13,1.302932,95.82,-93.78484,-0.1308627
2013-03-14,1.29584,96.02,-94.04092,-0.1413733
2013-03-15,1.301236,95.962,-94.2564,-0.1475938
2013-03-18,1.289275,94.889,-94.27943,-0.1371376
2013-03-19,1.294498,95.343,-94.35956,-0.1323525
2013-03-20,1.286389,95.05,-94.37911,-0.122884
2013-03-21,1.294163,95.955,-94.5266,-0.1249491
2013-03-22,1.290489,94.91,-94.4917,-0.1115317
2013-03-25,1.302406,94.828,-94.43633,-0.09752142
2013-03-26,1.285843,93.963,-94.24628,-0.07338267
2013-03-27,1.286008,94.635,-94.16933,-0.06076304
2013-03-28,1.277792,94.316,-94.04549,-0.04526751
2013-03-29,1.281591,94.19,-93.90763,-0.02989592
2013-04-01,1.280574,94.282,-93.79254,-0.01772569
2013-04-02,1.285017,93.18,-93.51363,0.007174792
2013-04-03,1.282051,93.362,-93.28551,0.02572066
2013-04-04,1.285017,92.889,-93.00334,0.04724771
2013-04-05,1.292825,96.437,-93.29498,0.01880068
2013-04-08,1.299207,98.751,-93.92291,-0.03548604
2013-04-09,1.302932,99.28,-94.58081,-0.08773246
2013-04-10,1.308027,98.95,-95.12907,-0.1263897
2013-04-11,1.305534,99.666,-95.73637,-0.1667576
2013-04-12,1.311475,99.621,-96.27583,-0.198043
2013-04-15,1.309929,98.406,-96.57024,-0.2061321
2013-04-16,1.305466,96.8,-96.57784,-0.189467
2013-04-17,1.31787,97.61,-96.69371,-0.1832893
2013-04-18,1.303492,98.029,-96.85354,-0.1813197
2013-04-19,1.305313,98.203,-97.01361,-0.1795364
2013-04-22,1.305568,99.797,-97.39423,-0.1964152
2013-04-23,1.306165,99.16,-97.63141,-0.199837
2013-04-24,1.299444,99.677,-97.91586,-0.2069396
2013-04-25,1.301744,99.42,-98.12209,-0.2068805
2013-04-26,1.300728,99.342,-98.28442,-0.2031401
2013-04-29,1.304257,97.842,-98.18557,-0.1777908
2013-04-30,1.309586,97.864,-98.08319,-0.1542729
2013-05-01,1.316829,97.269,-97.88351,-0.124562
2013-05-02,1.318218,97.132,-97.66822,-0.09603431
2013-05-03,1.306506,97.946,-97.59005,-0.08141142
2013-05-06,1.312336,99.1,-97.68946,-0.08292217
2013-05-07,1.307019,99.344,-97.81336,-0.08636226
2013-05-08,1.307702,98.776,-97.8329,-0.08075334
2013-05-09,1.316136,98.878,-97.85917,-0.07617969
2013-05-10,1.303441,100.765,-98.17173,-0.09602179
2013-05-13,1.296529,101.923,-98.63307,-0.1266872
2013-05-14,1.298802,101.667,-99.00888,-0.1475984
2013-05-15,1.293711,102.21,-99.42904,-0.1704775
2013-05-16,1.288245,102.258,-99.81174,-0.1882919
2013-05-17,1.288328,102.135,-100.1312,-0.199299
2013-05-20,1.283565,102.701,-100.4988,-0.2134306
2013-05-21,1.289108,102.166,-100.7377,-0.2155712
2013-05-22,1.291906,102.442,-100.9838,-0.2181295
2013-05-23,1.284208,103.176,-101.3088,-0.2270985
2013-05-24,1.292507,102.41,-101.4711,-0.2216593
2013-05-27,1.293778,101.061,-101.3945,-0.1966259
2013-05-28,1.293393,101.105,-101.3155,-0.1734905
2013-05-29,1.284637,102.446,-101.4383,-0.1692308
2013-05-30,1.294783,100.916,-101.2999,-0.1434074
2013-05-31,1.304393,101.1,-101.1881,-0.1219864
2013-06-03,1.299646,100.476,-100.9796,-0.09424628
2013-06-04,1.307292,99.738,-100.6645,-0.05988324
2013-06-05,1.307343,100.25,-100.4484,-0.03671967
2013-06-06,1.309329,98.952,-100.0449,0.0002346387
2013-06-07,1.324556,97.327,-99.41858,0.05278681
2013-06-10,1.322401,98.238,-98.9863,0.08464157
2013-06-11,1.322401,98.849,-98.68869,0.1025187
2013-06-12,1.322401,96.102,-97.9966,0.1520076
2013-06-13,1.333956,95.929,-97.3413,0.1942547
2013-06-14,1.336791,95.494,-96.68398,0.2331253
2013-06-17,1.334864,94.242,-95.902,0.2791969
2013-06-18,1.336309,94.68,-95.26981,0.3088273
2013-06-19,1.338993,95.517,-94.83971,0.3190067
2013-06-20,1.329186,96.59,-94.63533,0.3093847
2013-06-21,1.323557,97.141,-94.55695,0.2899939
2013-06-24,1.31053,98.423,-94.70768,0.2529997
2013-06-25,1.313232,97.531,-94.72775,0.230078
2013-06-26,1.307976,98.147,-94.8603,0.1996381
2013-06-27,1.301338,97.77,-94.94069,0.1761325
2013-06-28,1.303594,98.476,-95.13749,0.1448283
2013-07-01,1.301406,99.38,-95.47061,0.1047083
2013-07-02,1.306762,99.657,-95.82812,0.06590928
2013-07-03,1.297892,100.733,-96.33107,0.01815825
2013-07-04,1.301084,99.956,-96.67565,-0.01228991
2013-07-05,1.290772,100.22,-97.03507,-0.04142874
2013-07-08,1.282907,101.386,-97.54526,-0.08077722
2013-07-09,1.287101,100.85,-97.92602,-0.1059581
2013-07-10,1.278184,101.153,-98.3174,-0.1299166
2013-07-11,1.318774,98.551,-98.25912,-0.1141194
2013-07-12,1.309775,99.04,-98.27365,-0.1057595
2013-07-15,1.305995,99.197,-98.30377,-0.09940979
2013-07-16,1.305875,99.946,-98.43988,-0.1024903
2013-07-17,1.315115,99.16,-98.43434,-0.0934225
2013-07-18,1.311699,99.66,-98.49997,-0.09108939
2013-07-19,1.311063,100.522,-98.68707,-0.09914844
2013-07-22,1.315997,100.389,-98.83063,-0.102877
2013-07-23,1.319035,99.324,-98.78969,-0.09080501
2013-07-24,1.322332,99.497,-98.77118,-0.08162859
2013-07-25,1.319087,100.452,-98.89619,-0.08527025
2013-07-26,1.327422,99.275,-98.82133,-0.07182883
2013-07-29,1.328745,97.96,-98.54283,-0.04242197
2013-07-30,1.326365,98.043,-98.29584,-0.01812817
2013-07-31,1.326489,98.016,-98.06237,0.002991287
2013-08-01,1.330141,97.833,-97.8183,0.02322748
2013-08-02,1.321196,99.42,-97.84212,0.01927877
2013-08-05,1.327898,98.935,-97.78943,0.02208358
2013-08-06,1.32575,98.232,-97.63397,0.03327853
2013-08-07,1.330814,97.308,-97.34924,0.05438566
2013-08-08,1.334098,96.57,-96.97597,0.08115399
2013-08-09,1.338007,96.74,-96.6636,0.100562
2013-08-12,1.333938,96.044,-96.27605,0.1246524
2013-08-13,1.329292,97.2,-96.10792,0.1283017
2013-08-14,1.326559,98.153,-96.11078,0.1172922
2013-08-15,1.326418,97.853,-96.07605,0.1103615
2013-08-16,1.335399,97.055,-95.92757,0.1135609
2013-08-19,1.332907,97.667,-95.89456,0.1067993
2013-08-20,1.333387,97.579,-95.85868,0.1008469
2013-08-21,1.342102,97.31,-95.79037,0.09811583
2013-08-22,1.334294,97.81,-95.81359,0.08793022
2013-08-23,1.335506,98.879,-96.00721,0.06429677
2013-08-26,1.338652,98.705,-96.16338,0.0457908
2013-08-27,1.337918,98.258,-96.24188,0.03535758
2013-08-28,1.339208,96.892,-96.10527,0.04385667
2013-08-29,1.333493,97.728,-96.113,0.0395262
2013-08-30,1.323627,98.292,-96.21208,0.02789173
2013-09-02,1.32083,98.385,-96.32048,0.01645112
2013-09-03,1.319,99.57,-96.60558,-0.008861263
2013-09-04,1.317402,99.554,-96.86568,-0.02995081
2013-09-05,1.320062,99.728,-97.12986,-0.04961211
2013-09-06,1.311837,100.116,-97.43111,-0.07073453
2013-09-09,1.317419,99.977,-97.68115,-0.08578618
2013-09-10,1.325803,99.719,-97.86394,-0.09392813
2013-09-11,1.326629,100.285,-98.11282,-0.1069357
2013-09-12,1.331558,99.83,-98.26292,-0.1105588
2013-09-13,1.329893,99.578,-98.35406,-0.1089289
2013-09-16,1.335934,99.015,-98.34158,-0.09873713
2013-09-17,1.333796,99.07,-98.33126,-0.08958306
2013-09-18,1.335791,99.128,-98.32348,-0.08141021
2013-09-19,1.352302,98.21,-98.16526,-0.0612953
2013-09-20,1.353418,99.39,-98.19713,-0.05882549
2013-09-23,1.353455,99.277,-98.20447,-0.05450385
2013-09-24,1.349892,98.74,-98.1244,-0.04320775
2013-09-25,1.347182,98.745,-98.04839,-0.03319976
2013-09-26,1.351698,98.435,-97.92697,-0.02022113
2013-09-27,1.348618,98.905,-97.88666,-0.01514025
2013-09-30,1.349546,97.827,-97.6812,0.003377525
2013-10-01,1.352521,98.4,-97.58019,0.01157251
2013-10-02,1.352338,97.926,-97.41452,0.02450784
2013-10-03,1.359102,97.3,-97.16557,0.0433476
2013-10-04,1.362416,97.259,-96.9324,0.05928201
